artist,style,movement,tags,url,img,file_name,genre_list,Artwork,Date
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/poet-pavel-megakov-with-his-wife-olga-1825,https://uploads2.wikiart.org/00318/images/george-dawe/megakov-by-george-dawe.jpg!Large.jpg,32688-megakov-by-george-dawe.jpg,['portrait'],,
John Flaxman,Neoclassicism,Neoclassicism,"['People', 'Standing', 'Text', 'Human', 'Line']",https://www.wikiart.org/en/john-flaxman/illustration-to-odyssey-1793-36,https://uploads1.wikiart.org/00309/images/john-flaxman/odysseynestor.png,31213-odysseynestor.png,['illustration'],,
Jean Auguste Dominique Ingres,Neoclassicism,Neoclassicism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/jean-auguste-dominique-ingres/madame-felix-gallois-born-nathalie-rose-joachime-bochet,https://uploads2.wikiart.org/images/jean-auguste-dominique-ingres/madame-felix-gallois-born-nathalie-rose-joachime-bochet.jpg!Large.jpg,32520-madame-felix-gallois-born-nathalie-rose-joachime-bochet.jpg,['portrait'],,
John Singleton Copley,Neoclassicism,Neoclassicism,"['male-portraits', 'Lady']",https://www.wikiart.org/en/john-singleton-copley/portrait-of-william-murray-1815,https://uploads6.wikiart.org/images/john-singleton-copley/portrait-of-william-murray-1815.jpg!Large.jpg,30597-portrait-of-william-murray-1815.jpg,['portrait'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/vasily-dimitiyevich-ilovaysky-russian-lieutenant-general-1825,https://uploads7.wikiart.org/00318/images/george-dawe/ilovajsky-12-v-d-1.jpg!Large.jpg,32667-ilovajsky-12-v-d-1.jpg,['portrait'],,
John Flaxman,Neoclassicism,Neoclassicism,"['Standing', 'Text', 'Joint', 'Arm', 'Human', 'Leg', 'Hand', 'Organism']",https://www.wikiart.org/en/john-flaxman/illustration-to-odyssey-1793-9,https://uploads8.wikiart.org/00309/images/john-flaxman/la-odisea-luis-segal-y-estalella-page-186-crop.jpg!Large.jpg,31249-la-odisea-luis-segal-y-estalella-page-186-crop.jpg,['illustration'],,
Franz Xaver Winterhalter,Neoclassicism,Neoclassicism,"['famous-people', 'female-portraits', 'Lady', 'Victorianfashion', 'Dress', 'fashion', 'Gown', 'costumedesign']",https://www.wikiart.org/en/franz-xaver-winterhalter/portrait-of-princess-victoria-of-saxe-coburg-and-gotha,https://uploads4.wikiart.org/images/franz-xaver-winterhalter/portrait-of-princess-victoria-of-saxe-coburg-and-gotha.jpg,33238-portrait-of-princess-victoria-of-saxe-coburg-and-gotha.jpg,['portrait'],Portrait of Princess Victoria of Saxe Coburg and Gotha,1840
Jacques-Louis David,Neoclassicism,Neoclassicism,['Greek-and-Roman-Mythology'],https://www.wikiart.org/en/jacques-louis-david/the-judgment-of-paris,https://uploads0.wikiart.org/00381/images/jacques-louis-david/the-judgment-of-paris-jacques-louis-david.jpg!Large.jpg,30945-the-judgment-of-paris-jacques-louis-david.jpg,['mythological painting'],,
Carle Vernet,Neoclassicism,Neoclassicism,"['Rein', 'Horse', 'Horsesupplies', 'Bridle', 'Horsetrainer', 'Horsetack']",https://www.wikiart.org/en/carle-vernet/2deg-regiment-de-carabiniers-chef-descadron-1812,https://uploads7.wikiart.org/00289/images/carle-vernet/grande-arm-e-2nd-regiment-of-carabiniers-squadron-chief.jpg!Large.jpg,31770-grande-arm-e-2nd-regiment-of-carabiniers-squadron-chief.jpg,['genre painting'],,
John Flaxman,Neoclassicism,Neoclassicism,"['Joint', 'Arm', 'Leg', 'Organ', 'Human', 'Humanbody', 'Organism']",https://www.wikiart.org/en/john-flaxman/illustration-to-odyssey-1793-30,https://uploads2.wikiart.org/00309/images/john-flaxman/odysseyathena.png!Large.png,31224-odysseyathena.png!Large.png,['illustration'],,
Jean Auguste Dominique Ingres,Neoclassicism,Neoclassicism,"['male-portraits', 'Retrostyle', 'Sketch']",https://www.wikiart.org/en/jean-auguste-dominique-ingres/luigi-calamatta,https://uploads7.wikiart.org/images/jean-auguste-dominique-ingres/luigi-calamatta.jpg!Large.jpg,32515-luigi-calamatta.jpg,['portrait'],,
Vincenzo Camuccini,Neoclassicism,Neoclassicism,"['Paris', '1800spaintingsfromItaly']",https://www.wikiart.org/en/vincenzo-camuccini/paris-with-the-shepherds-paris-saved-by-agelaus-1803,https://uploads5.wikiart.org/00331/images/vincenzo-camuccini/unnamed.jpg!Large.jpg,32051-unnamed.jpg,"['history painting', 'mythological painting']",,
John Singer Sargent,Neoclassicism,Realism,"['Sphinx', 'Ceiling', 'Stockphotography']",https://www.wikiart.org/en/john-singer-sargent/the-sphinx-and-the-chimera-1921,https://uploads4.wikiart.org/images/john-singer-sargent/the-sphinx-and-the-chimera-1921.jpg!Large.jpg,73465-the-sphinx-and-the-chimera-1921.jpg,['mythological painting'],,
John Trumbull,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/john-trumbull/general-george-washington-resigning-his-commission-1817,https://uploads4.wikiart.org/images/john-trumbull/general-george-washington-resigning-his-commission-1817.jpg!Large.jpg,31393-general-george-washington-resigning-his-commission-1817.jpg,['history painting'],,
George Dawe,Neoclassicism,Neoclassicism,['Monarch'],https://www.wikiart.org/en/george-dawe/portrait-of-yakov-a-potyomkin-1781-1831-1825,https://uploads1.wikiart.org/00291/images/george-dawe/portrait-of-yakov-potyomkin-big.jpg!Large.jpg,32698-portrait-of-yakov-potyomkin-big.jpg,['portrait'],,
Vincenzo Camuccini,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/vincenzo-camuccini/manio-curio-dentato-rifiuta-i-doni-dei-sanniti,https://uploads2.wikiart.org/00268/images/vincenzo-camuccini/vincenzo-camuccini-manio-curio-dentato-rifiuta-i-doni-dei-sanniti.jpg,32084-vincenzo-camuccini-manio-curio-dentato-rifiuta-i-doni-dei-sanniti.jpg,['history painting'],Manio Curio Dentato Rejects the Gifts of the Samnites,XVIII-XIX cent.
Nicolas Antoine Taunay,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/nicolas-antoine-taunay/dona-carlota-joaquina-wife-of-king-dom-joao-vi-of-portugal-brazil-and-algarves-1817,https://uploads5.wikiart.org/00324/images/nicolas-antoine-taunay/carlota-joaquina-by-taunay-1817.jpg!Large.jpg,31170-carlota-joaquina-by-taunay-1817.jpg,['portrait'],,
Andre Derain,Neoclassicism,Post-Impressionism,"['fish', ""hunter's-and-fisher's-trophies""]",https://www.wikiart.org/en/andre-derain/not-detected-256146,https://uploads3.wikiart.org/images/andre-derain/not-detected-256146.jpg!Large.jpg,122842-not-detected-256146.jpg,['still life'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/vsevolod-vsevolozhskiy,https://uploads5.wikiart.org/00318/images/george-dawe/vsevolozhskiydawe.jpg,32756-vsevolozhskiydawe.jpg,['portrait'],Vsevolod Vsevolozhskiy,XVIII-XIX cent.
Jean Auguste Dominique Ingres,Neoclassicism,Neoclassicism,"['male-portraits', 'female-portraits', 'double-portraits', 'Standing', 'Sketch', 'Figuredrawing', 'Human', 'Male', 'Chest', 'Joint', 'Humanbody']",https://www.wikiart.org/en/jean-auguste-dominique-ingres/study-for-the-golden-age,https://uploads7.wikiart.org/images/jean-auguste-dominique-ingres/study-for-the-golden-age.jpg!Large.jpg,32457-study-for-the-golden-age.jpg,['portrait'],,
Rembrandt Peale,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/rembrandt-peale/john-marshall-0,https://uploads7.wikiart.org/00268/images/rembrandt-peale/vmfa-56-10-v1-kw-x-833x1024.jpg!Large.jpg,32234-vmfa-56-10-v1-kw-x-833x1024.jpg,['portrait'],,
Pablo Picasso,Neoclassicism,Post-Impressionism,['leisure-and-sleep'],https://www.wikiart.org/en/pablo-picasso/bathers-1918,https://uploads6.wikiart.org/images/pablo-picasso/bathers-1918.jpg!Large.jpg,123616-bathers-1918.jpg,['genre painting'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/mihail-ivanovich-mezencev-russian-general,https://uploads7.wikiart.org/00318/images/george-dawe/mezencev-2-mihail-ivanovich.jpg!Large.jpg,32839-mezencev-2-mihail-ivanovich.jpg,['portrait'],,
Carle Vernet,Neoclassicism,Neoclassicism,['Outerwear'],https://www.wikiart.org/en/carle-vernet/part-of-a-series-chronicling-the-uniforms-of-napoleons-grande-armee-1812-28,https://uploads7.wikiart.org/00289/images/carle-vernet/grande-arm-e-artillerytrain-officers-in-cloaks.jpg!Large.jpg,31751-grande-arm-e-artillerytrain-officers-in-cloaks.jpg,['genre painting'],,
Pierre-Narcisse Guerin,Neoclassicism,Neoclassicism,"['male-portraits', 'famous-people', 'Uniform']",https://www.wikiart.org/en/pierre-narcisse-guerin/portrait-of-louis-du-vergier-1819,https://uploads0.wikiart.org/images/pierre-narcisse-guerin/portrait-of-louis-du-vergier-1819.jpg!Large.jpg,32151-portrait-of-louis-du-vergier-1819.jpg,['portrait'],,
Louis Léopold Robert,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/leopold-robert/the-departure-1831,https://uploads2.wikiart.org/00331/images/leopold-robert/0f4a0849-8e13-48f6-b43c-a0bfa3f72939.jpg,33009-0f4a0849-8e13-48f6-b43c-a0bfa3f72939.jpg,['genre painting'],The departure,1831
Pierre-Paul Prud'hon,Neoclassicism,Neoclassicism,"['male-nude', 'Standing', 'Male', 'Figuredrawing', 'Barechested', 'Muscle', 'Arm', 'Sketch', 'Chest', 'Humanbody']",https://www.wikiart.org/en/pierre-paul-prud-hon/male-nude-raising-his-arm,https://uploads8.wikiart.org/images/pierre-paul-prud-hon/male-nude-raising-his-arm.jpg!Large.jpg,31588-male-nude-raising-his-arm.jpg,['nude painting (nu)'],,
Claude-Joseph Vernet,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/claude-joseph-vernet/portrait-of-the-artist-simon-mathurin-lantara-1729-1778,https://uploads0.wikiart.org/00128/images/claude-joseph-vernet/portrait-of-the-artist-simon-mathurin-lantara-1729-1778.jpg!Large.jpg,28594-portrait-of-the-artist-simon-mathurin-lantara-1729-1778.jpg,['portrait'],,
Jean Auguste Dominique Ingres,Neoclassicism,Neoclassicism,"['female-portraits', 'Lady', 'Sketch', 'Retrostyle', 'Sitting']",https://www.wikiart.org/en/jean-auguste-dominique-ingres/madame-jean-auguste-dominique-ingres-born-madeleine-chapelle-iii,https://uploads2.wikiart.org/images/jean-auguste-dominique-ingres/madame-jean-auguste-dominique-ingres-born-madeleine-chapelle-iii.jpg!Large.jpg,32530-madame-jean-auguste-dominique-ingres-born-madeleine-chapelle-iii.jpg,['portrait'],,
Carle Vernet,Neoclassicism,Neoclassicism,['Outerwear'],https://www.wikiart.org/en/carle-vernet/part-of-a-series-chronicling-the-uniforms-of-napoleons-grande-armee-1812-30,https://uploads4.wikiart.org/00289/images/carle-vernet/grande-arm-e-carabiniers-in-cloaks.jpg!Large.jpg,31753-grande-arm-e-carabiniers-in-cloaks.jpg,['genre painting'],,
John William Godward,Neoclassicism,Neoclassicism,['female-portraits'],https://www.wikiart.org/en/john-william-godward/a-lily-pond-1917,https://uploads8.wikiart.org/images/john-william-godward/a-lily-pond-1917.jpg!Large.jpg,34278-a-lily-pond-1917.jpg,['genre painting'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/ivan-sergeyevich-leontyev-russian-major-general,https://uploads4.wikiart.org/00318/images/george-dawe/leontyev-ivan-sergeevich.jpg!Large.jpg,32824-leontyev-ivan-sergeevich.jpg,['portrait'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/mihail-nikolaevich-macnev-russian-general,https://uploads5.wikiart.org/00318/images/george-dawe/macnev-mihail-nikolaevich.jpg!Large.jpg,32831-macnev-mihail-nikolaevich.jpg,['portrait'],,
François Gérard,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/francois-gerard/portrait-of-a-lady,https://uploads8.wikiart.org/00386/images/francois-gerard/portrait-of-a-lady-circle-of-francois-gerard.jpg!Large.jpg,32026-portrait-of-a-lady-circle-of-francois-gerard.jpg,['portrait'],,
Jean-Joseph-Xavier Bidauld,Neoclassicism,Neoclassicism,"['Water', 'Nature', 'Reflection', 'Atmosphericphenomenon', 'Naturallandscape', 'Tree', 'morning', 'Atmosphere']",https://www.wikiart.org/en/jean-joseph-xavier-bidauld/paintings-in-the-indianapolis-museum-of-art,https://uploads1.wikiart.org/00261/images/jean-joseph-xavier-bidauld/jean-joseph-xavier-bidaud-il-parco-a-mortefontaine-1806-03-riflessi-cigni.jpg!Large.jpg,31671-jean-joseph-xavier-bidaud-il-parco-a-mortefontaine-1806-03-riflessi-cigni.jpg,['landscape'],,
Rembrandt Peale,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/rembrandt-peale/elijah-brush,https://uploads2.wikiart.org/00268/images/rembrandt-peale/elijah-brush-sm-clr-wm.jpg!Large.jpg,32269-elijah-brush-sm-clr-wm.jpg,['portrait'],,
Carlo Carra,Neoclassicism,Futurism,"['Human', 'Mythology']",https://www.wikiart.org/en/carlo-carra/pescatori-1935,https://uploads6.wikiart.org/images/carlo-carra/pescatori-1935.jpg!Large.jpg,167680-pescatori-1935.jpg,['genre painting'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/portrait-of-ivan-andreyevich-argamakov-1828,https://uploads7.wikiart.org/00318/images/george-dawe/argamakov-2-ivan-andreevich.jpg!Large.jpg,32736-argamakov-2-ivan-andreevich.jpg,['portrait'],,
Nicolas Antoine Taunay,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/nicolas-antoine-taunay/cariocas-offshore-on-rio-de-janeiro-1816,https://uploads3.wikiart.org/00324/images/nicolas-antoine-taunay/1-1.jpg,31169-1-1.jpg,['landscape'],Carioca's Offshore on Rio de Janeiro,1816
Pablo Picasso,Neoclassicism,Post-Impressionism,['walking'],https://www.wikiart.org/en/pablo-picasso/three-women-at-a-fountain-1921,https://uploads6.wikiart.org/images/pablo-picasso/three-women-at-a-fountain-1921.jpg!Large.jpg,123702-three-women-at-a-fountain-1921.jpg,['genre painting'],,
Joseph Anton Koch,Neoclassicism,Neoclassicism,"['Waterfall', 'Cliff', 'Terrain', 'Stockphotography']",https://www.wikiart.org/en/joseph-anton-koch/wasserfall-bei-tivoli,https://uploads0.wikiart.org/00139/images/joseph-anton-koch/joseph-anton-koch-wasserfall-bei-tivoli.jpg!Large.jpg,31962-joseph-anton-koch-wasserfall-bei-tivoli.jpg,['landscape'],,
George Dawe,Neoclassicism,Neoclassicism,['Monarch'],https://www.wikiart.org/en/george-dawe/portrait-of-maxim-kryzhanovsky,https://uploads4.wikiart.org/00291/images/george-dawe/portrait-of-maxim-kryzhanovsky-big.jpg!Large.jpg,32708-portrait-of-maxim-kryzhanovsky-big.jpg,['portrait'],,
Nicolas Antoine Taunay,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/nicolas-antoine-taunay/cascatinha-da-tijuca-0,https://uploads6.wikiart.org/00324/images/nicolas-antoine-taunay/nicolas-taunay-cascata-da-tijuca.jpg!Large.jpg,31200-nicolas-taunay-cascata-da-tijuca.jpg,['landscape'],,
Carle Vernet,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/carle-vernet/part-of-a-series-chronicling-the-uniforms-of-napoleons-grande-armee-1812-8,https://uploads7.wikiart.org/00289/images/carle-vernet/grande-arm-e-22nd-regiment-of-chasseurs-cheval.jpg!Large.jpg,31784-grande-arm-e-22nd-regiment-of-chasseurs-cheval.jpg,['genre painting'],,
Jean-Joseph-Xavier Bidauld,Neoclassicism,Neoclassicism,"['Mountainouslandforms', 'Mountain', 'Sky', 'Highland', 'Hillstation', 'Atmosphericphenomenon', 'Hill', 'Mountainrange', 'Ridge']",https://www.wikiart.org/en/jean-joseph-xavier-bidauld/the-sabine-mountains,https://uploads5.wikiart.org/00261/images/jean-joseph-xavier-bidauld/jean-joseph-xavier-bidauld-les-montagnes-de-sabine.jpg!Large.jpg,31679-jean-joseph-xavier-bidauld-les-montagnes-de-sabine.jpg,['landscape'],,
William-Adolphe Bouguereau,Neoclassicism,Neoclassicism,['1880spaintingsfromFrance'],https://www.wikiart.org/en/william-adolphe-bouguereau/the-virgin-with-angels-1881,https://uploads6.wikiart.org/00339/images/william-adolphe-bouguereau/the-virgin-with-angels-1881.jpg!Large.jpg,33632-the-virgin-with-angels-1881.jpg,['religious painting'],,
John William Godward,Neoclassicism,Neoclassicism,"['female-portraits', 'Clothing', 'Lady', 'Beauty', 'Formalwear', 'Dress', 'Longhair']",https://www.wikiart.org/en/john-william-godward/the-tambourine-player-1909,https://uploads0.wikiart.org/images/john-william-godward/the-tambourine-player-1909.jpg!Large.jpg,34241-the-tambourine-player-1909.jpg,['portrait'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/portrait-of-grand-duke-nikolai-pavlovich-1821,https://uploads0.wikiart.org/00318/images/george-dawe/grand-duke-nicholas-pavlovich-by-g-dawe-1821-hermitage-2.jpg!Large.jpg,32606-grand-duke-nicholas-pavlovich-by-g-dawe-1821-hermitage-2.jpg,['portrait'],,
John William Godward,Neoclassicism,Neoclassicism,"['female-portraits', 'Clothing', 'Sari', 'Formalwear', 'Dress', 'Gown']",https://www.wikiart.org/en/john-william-godward/the-tambourine-girl-1909,https://uploads7.wikiart.org/images/john-william-godward/the-tambourine-girl-1909.jpg!Large.jpg,34240-the-tambourine-girl-1909.jpg,['portrait'],,
Carle Vernet,Neoclassicism,Neoclassicism,"['Standing', 'Uniform', 'fashion', 'Outerwear', 'Footwear']",https://www.wikiart.org/en/carle-vernet/part-of-a-series-chronicling-the-uniforms-of-napoleons-grande-armee-1812-44,https://uploads4.wikiart.org/00289/images/carle-vernet/grande-arm-e-light-infantry-officer-in-society-dress.jpg!Large.jpg,31739-grande-arm-e-light-infantry-officer-in-society-dress.jpg,['genre painting'],,
Pierre-Paul Prud'hon,Neoclassicism,Neoclassicism,"['male-nude', 'Figuredrawing', 'Male', 'Barechested', 'Sketch', 'Arm', 'Muscle', 'Chest', 'Human']",https://www.wikiart.org/en/pierre-paul-prud-hon/academic-male-nude-1,https://uploads3.wikiart.org/images/pierre-paul-prud-hon/academic-male-nude-1.jpg!Large.jpg,31625-academic-male-nude-1.jpg,['nude painting (nu)'],,
Domingos Sequeira,Neoclassicism,Neoclassicism,"['Brown', 'Coronation-of-the-Virgin']",https://www.wikiart.org/en/domingos-sequeira/a-coroacao-da-virgem-1830,https://uploads2.wikiart.org/00180/images/domingos-sequeira/transferir.png,31898-transferir.png,['religious painting'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/vladimir-petrovich-mezencev-russian-general,https://uploads0.wikiart.org/00318/images/george-dawe/mezencev-1-vladimir-petrovich.jpg!Large.jpg,32838-mezencev-1-vladimir-petrovich.jpg,['portrait'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/ivan-grigoryevich-geydenrejh-russian-general,https://uploads1.wikiart.org/00318/images/george-dawe/geydenrejh-ivan-grigoryevich-1.jpg!Large.jpg,32787-geydenrejh-ivan-grigoryevich-1.jpg,['portrait'],,
John Singleton Copley,Neoclassicism,Neoclassicism,"['male-portraits', 'Lady']",https://www.wikiart.org/en/john-singleton-copley/portrait-of-joseph-warren,https://uploads0.wikiart.org/images/john-singleton-copley/portrait-of-joseph-warren.jpg!Large.jpg,30488-portrait-of-joseph-warren.jpg,['portrait'],,
Karl Bryullov,Neoclassicism,Neoclassicism,"['Greek-and-Roman-Mythology', 'Narcissus', 'heroes', 'Mythology']",https://www.wikiart.org/en/karl-bryullov/the-narcissus,https://uploads7.wikiart.org/images/karl-bryullov/the-narcissus.jpg!Large.jpg,33024-the-narcissus.jpg,['mythological painting'],,
Jacques-Louis David,Neoclassicism,Neoclassicism,"['male-portraits', 'famous-people', 'Jacques-Louis-David', 'Gentleman', 'self-portrait']",https://www.wikiart.org/en/jacques-louis-david/self-portrait-1791,https://uploads0.wikiart.org/images/jacques-louis-david/self-portrait-1791.jpg!Large.jpg,30888-self-portrait-1791.jpg,"['self-portrait', 'portrait']",,
Bartolomeo Pinelli,Neoclassicism,Romanticism,['1810spaintingsfromItaly'],https://www.wikiart.org/en/bartolomeo-pinelli/the-death-of-epaminondas-1812,https://uploads8.wikiart.org/00328/images/bartolomeo-pinelli/bartolomeo-pinelli-la-morte-di-epaminonda-1812-1.jpg,37398-bartolomeo-pinelli-la-morte-di-epaminonda-1812-1.jpg,['history painting'],The death of Epaminondas,1812
James Barry,Neoclassicism,Neoclassicism,"['Mythology', 'Human']",https://www.wikiart.org/en/james-barry/orpheus,https://uploads8.wikiart.org/images/james-barry/orpheus.jpg!Large.jpg,30756-orpheus.jpg,['mythological painting'],,
Jacob van Strij,Neoclassicism,Neoclassicism,"['roads-and-vehicles', 'mills-and-windmills', 'Vehicle']",https://www.wikiart.org/en/jacob-van-strij/riverlandscape-with-mill,https://uploads2.wikiart.org/images/jacob-van-strij/riverlandscape-with-mill.jpg!Large.jpg,31367-riverlandscape-with-mill.jpg,['landscape'],,
Jacques-Louis David,Neoclassicism,Neoclassicism,['female-portraits'],https://www.wikiart.org/en/jacques-louis-david/portrait-of-the-sisters-zenaide-and-charlotte-bonaparte,https://uploads7.wikiart.org/00380/images/jacques-louis-david/portrait-of-the-sisters-zenaide-and-charlotte-bonaparte-jacques-louis-david.jpg!Large.jpg,30953-portrait-of-the-sisters-zenaide-and-charlotte-bonaparte-jacques-louis-david.jpg,['portrait'],,
Nicolas Antoine Taunay,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/nicolas-antoine-taunay/landscape-with-an-aqueduct-1810,https://uploads7.wikiart.org/00324/images/nicolas-antoine-taunay/landscape-with-an-aqueduct-lacma-58-47-2-b.jpg!Large.jpg,31159-landscape-with-an-aqueduct-lacma-58-47-2-b.jpg,['landscape'],,
Jean Auguste Dominique Ingres,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/jean-auguste-dominique-ingres/portrait-of-lord-grantham,https://uploads6.wikiart.org/00381/images/jean-auguste-dominique-ingres/portrait-of-lord-grantham-jean-auguste-dominique-ingres.jpg!Large.jpg,32471-portrait-of-lord-grantham-jean-auguste-dominique-ingres.jpg,['portrait'],,
George Dawe,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/george-dawe/panteleymon-egorovich-benardos-russian-general-mayor-1825,https://uploads1.wikiart.org/00318/images/george-dawe/benardos-panteleymon-egorovich.jpg!Large.jpg,32646-benardos-panteleymon-egorovich.jpg,['portrait'],,
John William Godward,Neoclassicism,Neoclassicism,['female-portraits'],https://www.wikiart.org/en/john-william-godward/a-melody,https://uploads0.wikiart.org/images/john-william-godward/a-melody.jpg!Large.jpg,34220-a-melody.jpg,['genre painting'],,
Alexandre Jacovleff,Neoclassicism,Neoclassicism,['fashion'],https://www.wikiart.org/en/alexandre-jacovleff/self-portraits-harlequin-and-pierrot-with-vasiliy-shukhaev-1914,https://uploads4.wikiart.org/images/alexandre-yevgenievich-jacovleff/self-portraits-harlequin-and-pierrot-with-vasiliy-shukhaev-1914.jpg!Large.jpg,34337-self-portraits-harlequin-and-pierrot-with-vasiliy-shukhaev-1914.jpg,['self-portrait'],,
Joseph Anton Koch,Neoclassicism,Neoclassicism,"['Nature', 'Naturallandscape', 'Tree']",https://www.wikiart.org/en/joseph-anton-koch/landschaft-nach-einem-gewitter-1830,https://uploads0.wikiart.org/00139/images/joseph-anton-koch/joseph-anton-koch-008.jpg!Large.jpg,31956-joseph-anton-koch-008.jpg,['landscape'],,
John Singleton Copley,Neoclassicism,Neoclassicism,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/john-singleton-copley/portrait-of-general-thomas-gage-1769,https://uploads2.wikiart.org/images/john-singleton-copley/portrait-of-general-thomas-gage-1769.jpg!Large.jpg,30511-portrait-of-general-thomas-gage-1769.jpg,['portrait'],,
François Gérard,Neoclassicism,Neoclassicism,"['Greek-and-Roman-Mythology', 'Pictureframe']",https://www.wikiart.org/en/francois-gerard/daphnis-et-chloe-1825,https://uploads3.wikiart.org/00386/images/francois-gerard/baron-francois-gerard-daphnis-and-chloe.jpg!Large.jpg,32019-baron-francois-gerard-daphnis-and-chloe.jpg,['mythological painting'],,
Jacob van Strij,Neoclassicism,Neoclassicism,"['animals', 'roads-and-vehicles', 'horsemen', 'Tree', 'Sky', 'Human']",https://www.wikiart.org/en/jacob-van-strij/italian-landscape-with-travellers,https://uploads2.wikiart.org/images/jacob-van-strij/italian-landscape-with-travellers.jpg!Large.jpg,31378-italian-landscape-with-travellers.jpg,['landscape'],,
John William Godward,Neoclassicism,Neoclassicism,"['female-portraits', 'Clothing', 'Lady', 'Sari', 'Beauty', 'Abdomen', 'Photoshoot']",https://www.wikiart.org/en/john-william-godward/contemplation-1922,https://uploads1.wikiart.org/images/john-william-godward/contemplation-1922.jpg!Large.jpg,34287-contemplation-1922.jpg,['portrait'],,
John Singleton Copley,Neoclassicism,Neoclassicism,"['animals', 'children', 'dogs']",https://www.wikiart.org/en/john-singleton-copley/the-three-youngest-daughters-of-george-iii-1785,https://uploads4.wikiart.org/images/john-singleton-copley/the-three-youngest-daughters-of-george-iii-1785.jpg!Large.jpg,30579-the-three-youngest-daughters-of-george-iii-1785.jpg,['genre painting'],,
Pierre-Henri de Valenciennes,Neoclassicism,Neoclassicism,"['Nature', 'Naturallandscape', 'Sky', 'Ecoregion']",https://www.wikiart.org/en/pierre-henri-de-valenciennes/classical-landscape-with-figures-and-sculpture-1788,https://uploads3.wikiart.org/00246/images/pierre-henri-de-valenciennes/pierre-henri-de-valenciennes-french-classical-landscape-with-figures-and-sculpture-google-art.jpg!Large.jpg,30993-pierre-henri-de-valenciennes-french-classical-landscape-with-figures-and-sculpture-google-art.jpg,['landscape'],,
Jean Auguste Dominique Ingres,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/jean-auguste-dominique-ingres/madame-edmond-cave-marie-elisabeth-blavot,https://uploads4.wikiart.org/00381/images/jean-auguste-dominique-ingres/madame-edmond-cave-marie-elisabeth-blavot-jean-auguste-dominique-ingres.jpg!Large.jpg,32474-madame-edmond-cave-marie-elisabeth-blavot-jean-auguste-dominique-ingres.jpg,['portrait'],,
John Flaxman,Neoclassicism,Neoclassicism,"['Arm', 'Leg', 'Hand', 'Organism', 'Humanbody', 'Elbow']",https://www.wikiart.org/en/john-flaxman/illustration-to-odyssey-1793-34,https://uploads3.wikiart.org/00309/images/john-flaxman/odysseymorning.png!Large.png,31220-odysseymorning.png!Large.png,['illustration'],,
Marie-Denise Villers,Neoclassicism,Neoclassicism,,https://www.wikiart.org/en/marie-denise-villers/atelier-of-a-painter,https://uploads6.wikiart.org/00380/images/marie-denise-villers/main-image.jpg!Large.jpg,32134-main-image.jpg,['genre painting'],,
James Barry,Neoclassicism,Neoclassicism,['Human'],https://www.wikiart.org/en/james-barry/christopher-nugent-1772,https://uploads6.wikiart.org/images/james-barry/christopher-nugent-1772.jpg!Large.jpg,30739-christopher-nugent-1772.jpg,['portrait'],,
John Singleton Copley,Neoclassicism,Neoclassicism,"['female-portraits', 'Lady', 'Sitting', 'Abbess', 'Chair']",https://www.wikiart.org/en/john-singleton-copley/mr-anna-dummer-powell-1764,https://uploads0.wikiart.org/images/john-singleton-copley/mr-anna-dummer-powell-1764.jpg,30477-mr-anna-dummer-powell-1764.jpg,['portrait'],Mrs. Anna Dummer Powell,1764
